NAME,CITY,STATE,ZIP,ZIP_PLUS4,COUNTY_CODE,COUNTY_NAME,MSA,MARKET_SEGMENT,SIMPLIFIED_MENU,MENU_TYPE,UNITS,EMPLOYEES,YEARS_IN_BUSINESS,ANNUAL_SALES,AVERAGE_CHECK,NUMBER_OF_ROOMS,FOOD_BEVERAGE_PURCHASE,FOOD_PURCHASE,BEVERAGE_PURCHASE,TOTAL_CATEGORY_DRY,TOTAL_CATEGORY_FRESH,TOTAL_CATEGORY_FROZEN,TOTAL_CATEGORY_PROTEIN,% Share of F&B Purchases from Company,Market_Type,Per_Share _Holds,Performance_Category
ATHIMIAN GRILL,GLENDALE,CA,91208,2801.0,6037.0,LOS ANGELES,4472.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",EUROPEAN,GREEK,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,47204.7755364298,44323.9118702126,2880.86366621728,7079.6271570557,9143.61076668963,6573.16152197402,17519.3542801909,0.3846142004314932,FSR,38.46,Study
CINCO DE MAYO TAQUERIA,FAIRFIELD,CA,94533,9004.0,6095.0,SOLANO,7362.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,38270.8719,31326.9541349809,6943.91776501913,6699.84332688138,3661.11657206633,7973.0983125,7187.99220315689,0.11182397716327752,LSR,11.18,Study
FIVE GUYS BURGERS AND FRIES,SUWANEE,GA,30024,6914.0,13135.0,GWINNETT,520.0,LSR - QUICK CASUAL,HAMBURGERS,HAMBURGERS,501+ UNITS,5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,319744.593,292398.952975056,27345.6400249443,43126.3531226726,40904.5198706459,45433.6414997773,116218.970106013,0.05119012968055392,LSR,5.12,Study
KFC,AZLE,TX,76020,4809.0,48439.0,TARRANT,1922.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",CHICKEN,FRIED CHICKEN,501+ UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,338433.4791,280173.500396521,58259.9787034792,56212.1762885942,30717.0362232755,66894.8788862444,77645.8415643909,0.030915485985640312,LSR,3.09,Study
OUTBACK STEAKHOUSE,ORLANDO,FL,32825,5012.0,12095.0,ORANGE,5960.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","STEAK, SEAFOOD & FISH",FAMILY STEAK / CHOPHOUSE,501+ UNITS,OVER 50,5 YEARS PLUS,"$2,500,001 - $5,000,000",$10 TO $15,NOT APPLICABLE,1006457.37918794,942650.44901876,63806.9301691831,130786.580623022,175792.205401654,167566.634293287,404110.557738159,0.24557529147863855,FSR,24.56,Study
PIZZA HUT,CHARLOTTE,NC,28269,1103.0,37119.0,MECKLENBURG,1520.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,216204.4062,176975.991937309,39228.4142626913,37849.5596313138,20682.8194706633,45042.584625,40607.2688940689,0.6217611508747655,LSR,62.18,Focus
SOLSTICE CAFE LLC,WHITE SALMON,WA,98672,,53039.0,KLICKITAT,,"LSR - ICE CREAM PARLORS, FROZEN DESSERTS",FROZEN DESSERT,ICE CREAM / DAIRY,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,70667.8518,57876.9706242,12790.8811758,9893.499252,9116.1528822,26147.105166,0.0,0.09549909363407638,LSR,9.55,Study
EUROPEAN DELICATESSEN,SAINT LOUIS,MO,63141,5923.0,29189.0,SAINT LOUIS,7040.0,LSR - DELIVERY AND TAKE AWAY ONLY,OTHER ETHNIC FOOD,OTHER ETHNIC FOOD UNCLASSIFIED,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,41895.4113,36675.5063167931,5219.90498320693,5932.53548960997,4811.39068017335,7925.17747885157,13807.7834425352,0.5520071922060559,LSR,55.2,Attention
HEMENWAYS SEA FOOD,PROVIDENCE,RI,2903,7104.0,44007.0,PROVIDENCE,6480.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,"STEAK, SEAFOOD & FISH",STEAK & SEAFOOD,INDEPENDENT (1-9 UNITS),OVER 50,5 YEARS PLUS,"$2,500,001 - $5,000,000",$30 TO $50,NOT APPLICABLE,836905.66047818,789758.997081187,47146.6633969931,78577.7723283218,144687.871447217,111999.518158635,407347.17175002,0.9741913318169997,FSR,97.42,Apex
KEE'S TERIYAKI,EL PASO,TX,79930,6659.0,48141.0,EL PASO,2320.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,OTHER ASIAN,JAPANESE,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$30 TO $50,NOT APPLICABLE,53248.9771284201,49061.0705229479,4187.9066054722,6984.1003451015,10814.5027281553,10335.7024302736,16457.962239188,0.23427901869024936,FSR,23.43,Study
SONIC DRIVE-IN,FREDERICKSBURG,VA,22407,9418.0,51177.0,SPOTSYLVANIA,8872.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,501+ UNITS,OVER 50,5 YEARS PLUS,"$1,000,001 - $2,500,000",UNDER $5,NOT APPLICABLE,442779.9633,370817.152926478,71962.8103735218,69433.3618542417,37941.7277892031,82628.65162982,120654.694369666,0.3808554864748621,LSR,38.09,Study
MIYORI JAPANESE STEAK HOUSE INC,ENTERPRISE,AL,36330,3621.0,1031.0,COFFEE,,FSR - UPSCALE CASUAL DINING RESTAURANTS,OTHER ASIAN,JAPANESE,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$30 TO $50,NOT APPLICABLE,93562.2961248603,86203.8419517505,7358.45417310974,12271.5683923507,19001.8618433657,18160.5751619888,28917.8275278611,0.6242050065223519,FSR,62.42,Focus
MICROTEL INN & SUITES,HOUMA,LA,70360,2411.0,22109.0,TERREBONNE,3350.0,UNCODED HOTELS & MOTELS WITHOUT RESTAURANT,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,101-250 UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",NOT APPLICABLE,101 - 250,,,,,,,,,others,,NoShare
ENVY,NORWOOD,MA,2062,3547.0,25021.0,NORFOLK,1122.0,NEIGHBORHOOD BARS & TAVERNS,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,others,,NoShare
IMPERIAL BUFFET,SHREWSBURY,MA,1545,2673.0,25027.0,WORCESTER,1122.0,LSR - BUFFET RESTAURANTS,CHINESE,CHINESE,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,74182.1495829723,66309.0264674298,7873.12311554252,11764.8661356541,10816.2070885252,13781.7003303377,22857.4542064138,0.15569715138503437,LSR,15.57,Study
HILTON GARDEN INN,SOUTHAVEN,MS,38671,8101.0,28033.0,DE SOTO,4920.0,3* HOTELS WITHOUT RESTAURANT-UPSCALE,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,251-500 UNITS,20 TO 49,5 YEARS PLUS,">$5,000,000",NOT APPLICABLE,251 - 500,,,,,,,,,Star Hotels,,NoShare
HERSHEY'S ICE CREAM,LAKELAND,FL,33809,3828.0,12105.0,POLK,3980.0,"LSR - ICE CREAM PARLORS, FROZEN DESSERTS",FROZEN DESSERT,ICE CREAM / DAIRY,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,25659.9378,21015.4890582,4644.4487418,3592.391292,3310.1319762,9494.176986,0.0,0.1796493369085287,LSR,17.96,Study
LA HUERTA MEXICAN RESTAURANT,VAN BUREN,AR,72956,4928.0,5033.0,CRAWFORD,2720.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,134676.200017556,126457.036449341,8219.16356821492,20198.3225683921,26086.9104556387,18753.3656461917,49983.0797711671,0.7408475324661433,FSR,74.08,Focus
MR GYROS & SUBS,RICHMOND,VA,23294,5804.0,51087.0,HENRICO,6760.0,LSR - QUICK CASUAL,EUROPEAN,GREEK,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,69373.944,62375.0780792143,6998.86592078574,11212.9978879043,10635.3137166649,11812.9006811146,22922.2116664887,0.5392826845696973,LSR,53.93,Attention
LUCKY'S STEAK HOUSE,CLIO,MI,48420,8586.0,26049.0,GENESEE,2162.0,FSR - FINE DINING RESTAURANTS,"STEAK, SEAFOOD & FISH",STEAK & SEAFOOD,INDEPENDENT (1-9 UNITS),OVER 50,5 YEARS PLUS,"$2,500,001 - $5,000,000",$50 TO $75,NOT APPLICABLE,980422.644449883,920266.008756299,60156.6356935848,106786.927266718,192335.121221501,138111.092598289,423706.796966057,0.7420247325812102,FSR,74.2,Focus
SUBWAY,CATOOSA,OK,74015,2864.0,40131.0,ROGERS,8560.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,5 TO 9,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,149561.5671,128009.572222653,21551.994877347,24014.0605173088,22515.4118668973,32791.8597554336,31525.1448247286,0.1332145276887261,LSR,13.32,Study
SUBWAY,TOPEKA,KS,66617,1270.0,20177.0,SHAWNEE,8440.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,5 TO 9,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,164162.6757,140506.644178397,23656.0315216032,26358.4589636407,24713.503129357,35993.2002787308,34602.82094261,0.23040608229228854,LSR,23.04,Study
RUDYS SPORTS BAR & GRILL,CAMBRIDGE,IL,61238,1151.0,17073.0,HENRY,1960.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","BAR & GRILL, BREW PUB, & EATERTAINMENT",BAR & GRILL,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,42589.4567639687,39601.185264752,2988.27149921671,5518.02514934726,6919.93029712794,8643.32497127937,15004.6013373368,0.5303053089387493,FSR,53.03,Attention
SILVER FOX STEAKHOUSE,FRISCO,TX,75034,6018.0,48085.0,COLLIN,1922.0,FSR - FINE DINING RESTAURANTS,"STEAK, SEAFOOD & FISH",STEAK & SEAFOOD,INDEPENDENT (1-9 UNITS),OVER 50,5 YEARS PLUS,"$1,000,001 - $2,500,000",$50 TO $75,NOT APPLICABLE,723922.906465095,679504.545872356,44418.3605927391,78849.1608155132,142016.099646608,101978.247988064,312855.94808022,0.4123579312307111,FSR,41.24,Attention
OUR DAILY BREAD DELI,SPOKANE,WA,99201,639.0,53063.0,SPOKANE,7840.0,LSR - DELIVERY AND TAKE AWAY ONLY,"SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",DELI,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,37216.1223,32714.8033428061,4501.31895719394,5115.84684961085,5237.18675193521,6834.17643413967,11906.9671893774,0.70249700814096,LSR,70.25,Focus
ASIAN KING RESTAURANT,FOLEY,AL,36535,1933.0,1003.0,BALDWIN,5160.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,ASIAN UNCLASSIFIED,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,87914.6644779768,82549.3140500984,5365.35042787837,13185.1711838221,17029.1557058748,12241.9243222102,32628.2274602736,0.10751024773696072,FSR,10.75,Study
L&L HAWAIIAN BARBECUE,SAN DIEGO,CA,92113,2435.0,6073.0,SAN DIEGO,7320.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",BBQ,BARBECUE,101-250 UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,206354.9844,168913.66229426,37441.3221057398,36125.2826644133,19740.591619898,42990.62175,38757.3615470663,0.006463333682822037,LSR,0.65,Study
SUNRISE CHINESE RESTAURANT,AURORA,CO,80010,1814.0,8001.0,ADAMS,2082.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CHINESE,CHINESE,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,96739.1182101555,90835.2195561208,5903.89865403464,14508.6356337335,18738.4609454143,13470.7101614741,35903.2929490159,0.3774238894478482,FSR,37.74,Study
MI RANCHO RESTAURANT,WAYNESBORO,VA,22980,5040.0,51015.0,AUGUSTA,,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",AMERICAN REGIONAL,SOUTHWESTERN / TEX-MEX,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,136474.73154324,128145.805264239,8328.9262790002,20468.0607990553,26435.2877550876,19003.8072188152,50650.5781465853,0.04705016752755253,FSR,4.71,Study
SLOPE BBQ OF CUMMING,CUMMING,GA,30040,2002.0,13117.0,FORSYTH,520.0,LSR - QUICK CASUAL,BBQ,BARBECUE,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,99191.9034,89184.8201595815,10007.0832404185,16032.5121968186,15206.5307230063,16890.2621888545,32774.5213006299,0.2517742648295994,LSR,25.18,Study
CARIBOU COFFEE,HOPKINS,MN,55305,5306.0,27053.0,HENNEPIN,5120.0,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,251-500 UNITS,5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,127468.32,89100.35568,38367.96432,34416.4464,16443.41328,15296.1984,0.0,0.480416907367621,LSR,48.04,Attention
CANOPY ROAD CAFE,TALLAHASSEE,FL,32303,4725.0,12073.0,LEON,8240.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",HAMBURGERS,HAMBURGERS,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,157272.058312194,143129.953944615,14142.1043675783,20472.0475062108,24413.0038404558,29836.1782650142,54005.0520670655,0.3795456225332279,FSR,37.95,Study
DOMINO'S PIZZA,SPRINGVILLE,UT,84663,5617.0,49049.0,UTAH,6520.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,501+ UNITS,5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,189602.1999,155200.525237022,34401.6746629783,33192.4769595344,18137.9655516582,39500.4583125,35610.8723664222,0.14262845987128503,LSR,14.26,Study
RESTAURANT MEXICO SALVADORENO GENESIS,LAWRENCEVILLE,GA,30044,2649.0,13135.0,GWINNETT,520.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$20 TO $30,NOT APPLICABLE,116552.519824566,107385.938718594,9166.58110597235,15286.9508078258,23671.0188925566,22623.0103819653,36023.5458707267,0.19226487328041952,FSR,19.23,Study
WAITER ON THE WAY,FORT WAYNE,IN,46825,4414.0,18003.0,ALLEN,2760.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,113584.013152268,103641.507876336,9942.50527593181,13937.7266368102,18310.3467581624,23658.9981566021,40433.7223721468,0.09187451308092298,FSR,9.19,Study
WHITE PORCH INN,PROVINCETOWN,MA,2657,2311.0,25001.0,BARNSTABLE,740.0,"BED & BREAKFAST, GUESTHOUSES, CHAMBRES D'HOTES",SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",NOT APPLICABLE,<50,,,,,,,,,others,,NoShare
WINGS TO GO,MALVERN,PA,19355,2925.0,42029.0,CHESTER,6162.0,LSR - QUICK CASUAL,CHICKEN,CHICKEN WINGS,51-100 UNITS,5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,174225.618,156648.676715704,17576.9412842959,28160.3059306075,26709.510776983,29666.9008978328,57566.8076983026,0.31275518751374276,LSR,31.28,Study
HILTON HOTELS,ROCKWALL,TX,75087,5402.0,48397.0,ROCKWALL,1922.0,3* HOTELS WITHOUT RESTAURANT-UPSCALE,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,251-500 UNITS,10 TO 19,5 YEARS PLUS,">$5,000,000",NOT APPLICABLE,>500,,,,,,,,,Star Hotels,,NoShare
COUNTRY INN & SUITES,SCOTTSDALE,AZ,85260,,4013.0,MARICOPA,6200.0,2* HOTELS WITHOUT RESTAURANT-MIDSCALE,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,501+ UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",NOT APPLICABLE,101 - 250,,,,,,,,,Star Hotels,,NoShare
YE'S CAFE,YOUNGSVILLE,LA,70592,5568.0,22055.0,LAFAYETTE,3880.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,65670.4872130376,59526.363592938,6144.12362009959,8107.2124449072,10621.3437468538,15071.011749751,20402.3477160706,0.17075773544166428,FSR,17.08,Study
JILL'S CAFE,RICHMOND,MN,56368,4545.0,27145.0,STEARNS,6980.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,117591.86846689,106589.986080435,11001.8823864554,14517.0578126211,19018.9491478859,26986.6801138615,36533.1565343957,0.1937194690465579,FSR,19.37,Study
CAFE CASTRO,SANTA FE,NM,87507,2311.0,35049.0,SANTA FE,,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,105628.858328718,96130.5764676923,9498.28186102564,13749.6706594872,16396.5408205128,20038.915245641,36271.4906579487,0.8491074463122282,FSR,84.91,Apex
SARKU JAPAN,SAINT LOUIS,MO,63117,1159.0,29189.0,SAINT LOUIS,7040.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",OTHER ASIAN,JAPANESE,101-250 UNITS,5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,197304.2631,161505.115872991,35799.1472270089,34540.8292225446,18874.7700669643,41105.0548125,37057.4652314732,0.7766821731222545,LSR,77.67,Apex
TAQUERIA EL MESON EXPRESS,BERWYN,IL,60402,5426.0,17031.0,COOK,1602.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,38270.8719,31326.9541349809,6943.91776501913,6699.84332688138,3661.11657206633,7973.0983125,7187.99220315689,0.659550105941123,LSR,65.96,Focus
HANAMI SUSHI,AUBURN,CA,95603,5244.0,6061.0,PLACER,6922.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,SUSHI,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,86344.8561557961,81075.3096737453,5269.54648205078,12949.7361562685,16725.0823125959,12023.33195432,32045.616319012,0.873244752311056,FSR,87.32,Apex
CAFE DU PARK,WASHINGTON,DC,20004,1047.0,11001.0,DISTRICT OF COLUMBIA,8872.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",EUROPEAN,FRENCH,INDEPENDENT (1-9 UNITS),OVER 50,5 YEARS PLUS,"$1,000,001 - $2,500,000",$15 TO $20,NOT APPLICABLE,463678.948434245,421984.345132308,41694.6033019373,60356.9226590313,71975.8873276353,87964.8165839886,159220.945038348,0.43177986062644635,FSR,43.18,Attention
CORNERSTONE RESTAURANT & B,RED CREEK,NY,13143,9500.0,36117.0,WAYNE,6840.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,89487.2811904074,81654.0682172782,7833.21297312915,10980.8522175672,14425.8254622941,18639.7659491476,31855.7496171627,0.20257580994387048,FSR,20.26,Study
LUCKY MOOSE BAR & GRILL,WALKER,MN,56484,2157.0,27021.0,CASS,,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",AMERICAN AND AMERICAN TRADITIONAL,AMERICAN TRADITIONAL,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$15 TO $20,NOT APPLICABLE,384697.525047726,349002.611770073,35694.913277653,54379.9761847277,58245.85126895,72334.8182425604,128604.777801797,0.9720614219651681,FSR,97.21,Apex
NEPTUNE SEAFOOD,GOLDSBORO,NC,27534,4328.0,37191.0,WAYNE,2980.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,"STEAK, SEAFOOD & FISH",SEAFOOD & FISH,INDEPENDENT (1-9 UNITS),OVER 50,5 YEARS PLUS,"$1,000,001 - $2,500,000",$30 TO $50,NOT APPLICABLE,599524.502638927,565750.588494271,33773.9141446566,56289.8569077611,103648.389852824,80231.8093791955,291806.618209833,0.05012953942780185,FSR,5.01,Study
TAQUERIA EL SOL,SAN FRANCISCO,CA,94102,1651.0,6075.0,SAN FRANCISCO,7362.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,136565.1657,111786.600877519,24778.5648224809,23907.6135106186,13064.2696779337,28451.0761875,25649.5161343431,0.041622062923784675,LSR,4.16,Study
TACO BUENO,OKLAHOMA CITY,OK,73127,6650.0,40109.0,OKLAHOMA,5880.0,LSR - QUICK CASUAL,MEXICAN,MEXICAN,101-250 UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,413550.477,371828.986579908,41721.4904200918,66842.6841227714,63399.0055484146,70418.811873065,136643.399841465,0.2542790468509879,LSR,25.43,Study
GARIBALDI'S,TWIN FALLS,ID,83301,3588.0,16083.0,TWIN FALLS,,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,77333.1313955504,70563.8242935568,6769.30710199364,9489.43443224502,12466.5119011846,16108.1155908697,27529.1062380815,0.09956230454206338,FSR,9.96,Study
NAMWONGOL,STANTON,CA,90680,1607.0,6059.0,ORANGE,4472.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,176883.776411442,161400.366102283,15483.4103091592,21705.1471742271,28514.6051112395,36844.0313377636,62967.2196735048,0.11754993612915743,FSR,11.75,Study
COMMUNITY DINER,BEATRICE,AL,36425,,1099.0,MONROE,,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,43247.4417451604,39461.8040855244,3785.63765963594,5306.82975585091,6971.71752239237,9008.23202253684,15395.2568173938,0.4272468653785191,FSR,42.72,Attention
TONIC COFFEE BAR,IRVINE,CA,92612,2401.0,6059.0,ORANGE,4472.0,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,68033.7378,47555.5827222,20478.1550778,18369.109206,8776.3521762,8164.048536,0.0,0.26095452444003175,LSR,26.1,Study
THE SISTER DELI,HILLSIDE,NJ,7205,2438.0,34039.0,UNION,5602.0,LSR - DELIVERY AND TAKE AWAY ONLY,"SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",DELI,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,41641.3548,36604.8005278082,5036.55427219184,5724.15342065629,5859.92140538494,7646.80326891039,13322.7809530501,0.09070638893372251,LSR,9.07,Study
SKIPPER DIPPER'S DAIRY BAR & GRILL,TAMAQUA,PA,18252,4804.0,42107.0,SCHUYLKILL,,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","BAR & GRILL, BREW PUB, & EATERTAINMENT",BAR & GRILL,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,77642.594027154,72194.8337483029,5447.76027885117,10059.620832376,12615.3602224543,15757.1902245431,27354.097908094,0.8240259682852683,FSR,82.4,Apex
CHINATOWN,LITCHFIELD,IL,62056,4447.0,17135.0,MONTGOMERY,,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CHINESE,CHINESE,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,65375.6265098996,61385.8126631372,3989.81384676245,9804.83554024798,12663.3222092895,9103.41269006101,24263.1968715214,0.6354687789193395,FSR,63.55,Focus
JOE'S PIZZA,PORT NECHES,TX,77651,5212.0,48245.0,JEFFERSON,840.0,LSR - QUICK CASUAL,"PIZZA, PASTA & ITALIAN",PIZZERIA,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,80097.5945505876,73694.0560122328,6403.53853835477,12959.5422800037,10672.5642305913,13927.6963209216,23632.106510595,0.8774258609711617,LSR,87.74,Apex
